TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
CESP5;33,71;7,70;6,17;1,57;0,76;34,03;47,26;88,93;11,60;10,02;1,03;0,14;5,48;1.371,10;-0,83;1,01;25,40;12,31;-5,64;0,48;0,52;0,14;-8,26;;66.737,63;21,53;5,47;0,20;8.553.278.921,85
CESP6;25,05;10,36;4,58;1,16;0,56;34,03;47,26;88,93;8,62;10,02;1,03;0,14;4,07;1.018,87;-0,62;1,01;25,40;12,31;-5,64;0,48;0,52;0,14;-8,26;;60.106.062,12;21,53;5,47;0,15;8.553.278.921,85
CGAS3;140,02;6,07;16,13;31,45;1,75;33,80;24,09;13,83;9,26;11,97;2,71;9,21;2,23;30,14;-2,90;1,17;195,00;10,84;18,79;0,06;0,94;0,78;4,74;10,49;33.287,00;4,45;8,68;-1,02;18.555.532.591,74
CGAS5;156,89;5,96;18,07;35,24;1,96;33,80;24,09;13,83;10,38;11,97;2,71;9,21;2,50;33,77;-3,25;1,17;195,00;10,84;18,79;0,06;0,94;0,78;4,74;10,49;301.128,50;4,45;8,68;-1,14;18.555.532.591,74
CGRA3;32,24;3,95;8,88;1,00;0,70;53,59;16,87;15,78;8,31;6,01;-2,39;-0,29;1,40;2,42;-1,39;2,43;11,23;7,92;9,07;0,71;0,29;0,50;3,76;8,78;38.828,08;32,34;3,63;-0,20;637.545.074,34
CGRA4;32,86;3,87;9,05;1,02;0,72;53,59;16,87;15,78;8,47;6,01;-2,39;-0,29;1,43;2,47;-1,41;2,43;11,23;7,92;9,07;0,71;0,29;0,50;3,76;8,78;512.114,77;32,34;3,63;-0,20;637.545.074,34
CIEL3;3,49;2,66;-22,90;1,00;0,12;27,35;-0,58;-3,72;-145,57;-145,96;-0,39;0,00;0,85;1,17;-0,80;1,13;-4,35;-0,51;-2,34;0,12;0,88;0,14;0,11;;93.806.268,62;3,50;-0,15;0,17;9.481.684.562,89
CLSC3;68,00;2,79;4,57;1,20;0,25;13,42;8,09;6,19;3,50;4,81;1,31;0,45;0,28;4,14;-0,40;1,19;26,28;5,45;12,25;0,21;0,79;0,88;4,67;31,75;9.111,88;56,62;14,88;0,07;2.622.637.743,46
CLSC4;67,99;3,06;4,57;1,20;0,25;13,42;8,09;6,19;3,50;4,81;1,31;0,45;0,28;4,14;-0,40;1,19;26,28;5,45;12,25;0,21;0,79;0,88;4,67;31,75;467.295,65;56,62;14,88;0,07;2.622.637.743,46
CMIG3;14,45;8,48;8,54;1,40;0,45;21,34;18,66;11,35;5,20;6,70;2,12;0,57;0,97;4,24;-0,63;1,60;16,39;5,30;11,60;0,32;0,68;0,47;2,90;3,02;11.427.538,35;10,32;1,69;-1,01;21.538.035.754,20
CMIG4;11,85;10,35;7,01;1,15;0,37;21,34;18,66;11,35;4,26;6,70;2,12;0,57;0,80;3,48;-0,52;1,60;16,39;5,30;11,60;0,32;0,68;0,47;2,90;3,02;126.506.065,54;10,32;1,69;-0,83;21.538.035.754,20
CMIN3;10,62;0,49;9,91;4,48;2,72;62,62;51,90;34,03;6,50;6,09;-0,41;-0,28;3,37;13,76;-4,54;1,98;45,24;27,48;44,14;0,61;0,39;0,81;;;77.542.130,73;2,37;1,07;0,12;59.379.033.985,56
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,14;0,14;-0,77;;0,00;0,00;21,06;-531,63;-512,78;-539,83;0,96;0,04;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,14;0,14;-0,77;;0,00;0,00;21,06;-531,63;-512,78;-539,83;0,96;0,04;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-20,97;-893,87;5,06;-52,25;-85,23;-108,51;-26,70;-30,07;-3,37;;22,76;-29,15;-5,60;0,35;-4.262,46;-24,15;-29,25;-0,01;1,01;0,22;-13,15;;;-0,03;-1,44;0,01;935.885.083,86
COCE3;64,38;;18,60;1,52;0,51;11,35;6,40;4,49;13,04;16,49;6,95;0,81;0,83;20,93;-0,71;1,09;8,15;2,73;4,16;0,34;0,66;0,61;7,29;-6,09;9.669,80;42,48;3,46;-0,42;3.665.637.513,60
COCE5;56,63;;16,36;1,33;0,45;11,35;6,40;4,49;11,47;16,49;6,95;0,81;0,73;18,41;-0,63;1,09;8,15;2,73;4,16;0,34;0,66;0,61;7,29;-6,09;784.334,38;42,48;3,46;-0,37;3.665.637.513,60
COCE6;19,17;;5,54;0,45;0,15;11,35;6,40;4,49;3,88;16,49;6,95;0,81;0,25;6,23;-0,21;1,09;8,15;2,73;4,16;0,34;0,66;0,61;7,29;-6,09;;42,48;3,46;-0,13;3.665.637.513,60
